stock,date,gap,high
에이스침대,2020-07-01,1.686,48250
삼성화재우,2020-10-26,2.7356,169000
우리로,2020-06-09,2.8796,1965
하이골드12호,2020-12-07,3.6585,2550
인피니트헬스케어,2020-06-25,3.7081,8670
한국쉘석유,2020-12-21,3.8732,295000
텔코웨어,2020-06-30,3.876,13400
한국패러랠,2020-06-24,4.0,2080
휴젤,2020-10-23,4.7294,230300
토비스,2020-11-24,4.8232,9780
상상인,2020-06-09,4.9813,8430
휴네시온,2020-09-18,4.9927,7150
SK가스,2020-10-15,5.2846,129500
하이즈항공,2020-12-17,5.6911,6500
KT&G,2020-08-13,5.9172,89500
스카이라이프,2020-07-28,5.9406,10700
엠에스씨,2020-10-08,6.0498,5960
티플랙스,2020-07-24,6.6007,4845
빙그레,2020-06-15,6.6667,68800
서흥,2020-08-20,6.7257,60300
인천도시가스,2020-09-15,6.7944,30650
코웰패션,2020-09-15,7.776,6930
동우팜투테이블,2020-07-03,7.9057,3890
네오팜,2020-06-10,8.2418,39400
동원수산,2020-12-14,8.307,10300
미래산업,2020-07-02,8.3155,20255
GS리테일,2020-06-08,8.9844,41850
에스넷,2020-09-09,9.3333,8200
세진중공업,2020-09-11,9.3467,8201
아난티,2020-07-03,9.5,10950
포시에스,2020-09-16,10.2222,9920
토니모리,2020-07-03,10.5023,12100
JYP Ent,2020-12-03,10.5196,43600
SGC에너지,2020-09-21,10.5882,51700
한국전력,2020-12-18,10.6814,30050
LG생활건강우,2020-08-14,10.6944,797000
삼화왕관,2020-06-19,10.984,48500
한창산업,2020-10-07,10.9865,9900
한창제지,2020-12-21,11.0672,2810
동부건설,2020-12-11,11.1111,14500
화성산업,2020-10-16,11.1524,14950
LS전선아시아,2020-12-18,11.3924,9680
예스코홀딩스,2020-12-02,11.6816,43500
SG세계물산,2020-07-16,11.8501,925
에스티아이,2020-07-23,11.8734,21200
조흥,2020-11-30,12.0301,223500
무림페이퍼,2020-12-11,12.2349,3440
창해에탄올,2020-08-03,12.2867,16450
디지털대성,2020-12-07,12.2912,9410
매일유업,2020-06-16,12.3235,87500
알리코제약,2020-07-24,12.6426,15601
재영솔루텍,2020-12-15,12.6697,1245
보광산업,2020-08-28,12.9534,8720
제이엠아이,2020-06-09,13.2841,1535
우리산업홀딩스,2020-12-30,13.4454,6750
메타바이오메드,2020-09-15,13.5179,3485
에스씨디,2020-12-08,13.5392,2390
유화증권우,2020-09-17,13.6364,3250
하나제약,2020-08-05,13.6617,26540
디에이치피코리아,2020-12-21,13.7184,9450
한국콜마홀딩스,2020-07-21,13.754,35150
타이거일렉,2020-12-03,13.8264,17700
티와이홀딩스,2020-09-22,13.879,32000
케이엔더블유,2020-10-30,14.1942,10700
코엔텍,2020-08-10,14.2241,10600
브이티지엠피,2020-06-11,14.3617,10750
일신석재,2020-07-29,14.5374,2600
이월드,2020-07-03,14.5704,4600
THE E&M,2020-12-01,14.7287,1480
엔에스쇼핑,2020-09-11,14.841,16250
한양디지텍,2020-07-29,15.142,7300
오뚜기,2020-08-12,15.2574,627000
젬백스링크,2020-06-10,15.3409,2030
현대리바트,2020-07-15,15.5216,22700
푸드웰,2020-12-16,15.6716,9300
젠큐릭스,2020-06-25,15.7895,27500
코리아나,2020-08-19,15.9223,5970
삼진제약,2020-08-06,15.9498,32350
피씨디렉트,2020-07-15,16.0173,13400
대원,2020-10-15,16.1435,12950
S&K폴리텍,2020-06-08,16.7797,6890
기산텔레콤,2020-06-09,16.7808,3410
코웨이,2020-08-11,16.9173,93300
정원엔시스,2020-09-01,17.2566,2650
KC그린홀딩스,2020-12-17,17.5676,6090
삼양사,2020-08-13,17.8737,76500
윙입푸드,2020-06-10,17.9153,1810
아이앤씨,2020-08-21,17.9487,5980
SK머티리얼즈,2020-12-29,17.9987,375000
한솔홈데코,2020-11-09,18.0401,2650
광전자,2020-10-21,18.0915,2970
브랜드엑스코퍼레이션,2020-08-28,18.107,14350
에이블씨엔씨,2020-06-30,18.2432,10500
유아이엘,2020-06-25,18.3623,4770
샘표,2020-07-24,18.3849,68900
현대해상,2020-06-10,18.3932,28000
한진중공업,2020-09-17,18.6343,10250
하이트진로,2020-06-24,18.6633,47050
대양제지,2020-12-17,18.7117,3870
에프엔씨엔터,2020-10-12,18.72,7420
신흥,2020-10-30,18.8119,18000
금비,2020-12-29,18.8179,98500
평화산업,2020-06-11,18.8976,1510
다원시스,2020-08-31,19.0636,23396
한국정보통신,2020-12-02,19.1766,11000
파버나인,2020-08-31,19.2369,7500
코데즈컴바인,2020-06-22,19.244,3470
신일전자,2020-06-08,19.378,2495
이미지스,2020-07-13,19.4161,4090
다믈멀티미디어,2020-12-29,19.5335,4100
동양피스톤,2020-09-16,19.7161,7590
에스코넥,2020-10-16,19.8,2995
셀바스헬스케어,2020-09-07,19.8618,3470
디자인,2020-08-24,19.9262,16250
디지틀조선,2020-08-14,20.1031,4660
다우데이타,2020-07-31,20.339,17750
대양금속,2020-06-08,20.4589,6300
NICE,2020-07-03,20.6434,22500
일성신약,2020-07-24,20.6704,108000
오픈베이스,2020-07-09,20.8075,3890
NHN,2020-07-08,20.8936,92000
아나패스,2020-09-09,20.9256,30050
와이지엔터테인먼트,2020-09-09,21.0,60500
KG이니시스,2020-07-15,21.0162,26200
디에스케이,2020-10-13,21.1749,8870
이크레더블,2020-08-07,21.4123,26650
TPC,2020-09-18,21.4204,5300
에이루트,2020-11-13,21.5385,7900
소프트센,2020-06-25,21.8447,2510
푸드나무,2020-08-11,21.8569,31500
삼화전자,2020-11-27,21.9632,4970
경농,2020-08-10,22.2222,19800
삼영엠텍,2020-09-08,22.2962,7350
휴켐스,2020-11-09,22.3451,27650
아이센스,2020-09-11,23.2143,34500
KH바텍,2020-08-05,23.2941,26200
보라티알,2020-12-17,23.3533,20600
마니커,2020-06-22,23.4456,953
에스엔유,2020-10-20,23.4682,5340
유니트론텍,2020-10-14,23.6111,8900
일야,2020-06-10,23.6496,847
라파스,2020-06-24,23.8854,38900
마크로젠,2020-08-07,23.9234,38850
나이스디앤비,2020-08-06,23.9631,13450
대호특수강,2020-10-30,24.0642,1160
두산2우B,2020-06-19,24.3243,138000
덴티스,2020-06-22,24.3813,17289
WI,2020-10-13,24.4373,1935
동국제약,2020-09-10,24.4406,36150
조비,2020-08-10,24.5833,29900
네오크레마,2020-10-06,24.8694,11950
KG모빌리언스,2020-06-23,24.8869,13800
미디어젠,2020-12-09,25.0871,17950
한국화장품,2020-08-13,25.1969,15900
휴맥스홀딩스,2020-10-13,25.4545,5520
원방테크,2020-12-21,25.4645,57400
다스코,2020-09-09,25.5319,7080
대아티아이,2020-07-08,25.5556,7910
동아에스티,2020-08-06,25.7242,108500
제노레이,2020-08-14,25.8373,13150
SK증권,2020-07-02,25.8373,1315
인터엠,2020-06-23,26.4706,2150
더블유게임즈,2020-06-24,26.5487,85800
오션브릿지,2020-07-09,26.7409,22750
에이엔피,2020-12-09,26.8786,2195
뉴파워프라즈마,2020-11-02,26.9481,7820
동아쏘시오홀딩스,2020-12-04,27.0161,157500
머큐리,2020-07-14,27.3917,12650
램테크놀러지,2020-08-06,27.4218,8550
HDC현대EP,2020-10-14,27.422,7760
에스원,2020-08-18,27.439,104500
파인텍,2020-06-08,27.451,1950
웨이브일렉트로,2020-09-15,27.5,10200
KCI,2020-08-25,27.9188,12600
아이디스홀딩스,2020-09-18,28.0,17600
케어젠,2020-06-10,28.6371,84000
에이프로젠 H&G,2020-09-02,28.7736,1365
NICE평가정보,2020-12-28,28.8136,30400
COWON,2020-12-21,28.8462,3685
인베니아,2020-10-08,29.0323,3600
보락,2020-09-14,29.0984,3150
대유,2020-07-24,29.3243,12441
일지테크,2020-11-06,29.4118,5940
코위버,2020-09-08,29.4307,12050
주연테크,2020-06-09,29.4372,1495
에이텍,2020-08-14,29.5946,47950
오공,2020-06-15,29.6642,6950
파이오링크,2020-10-05,29.6703,17700
아남전자,2020-12-30,29.7659,3880
모토닉,2020-09-10,30.0,16250
성창오토텍,2020-09-15,30.0728,12500
컬러레이,2020-11-10,30.1552,2935
고려제약,2020-07-23,30.2222,14650
차바이오텍,2020-06-10,30.5344,25650
유엔젤,2020-08-28,30.5589,5490
티앤엘,2020-11-20,30.719,80000
한국화장품제조,2020-08-13,30.7592,49950
나무기술,2020-09-17,30.8442,4030
에프에스티,2020-06-26,30.8458,39450
하이브,2020-10-15,30.8814,347490
서진시스템,2020-09-07,31.1288,57500
메타랩스,2020-08-13,31.3305,1530
유니온,2020-07-27,31.3609,11100
동진쎄미켐,2020-08-11,31.4721,38850
헝셩그룹,2020-06-23,31.4985,860
오가닉티코스메틱,2020-06-30,31.5502,1205
체리부로,2020-07-15,31.5789,3125
탑엔지니어링,2020-08-12,31.6649,12100
