stock,date,gap,high
JB금융지주,2021-03-19,0.3106,6460
한일시멘트,2021-03-18,0.4065,123500
동성코퍼레이션,2020-12-21,0.759,5310
KISCO홀딩스,2021-02-18,0.9524,15900
서울옥션,2021-03-18,1.0638,14250
국도화학,2021-03-17,1.1111,63700
DGB금융지주,2021-03-19,1.2429,8960
대신증권우,2020-12-28,1.2766,11900
메가스터디교육,2021-03-19,1.3582,59700
이스트소프트,2021-03-19,1.3825,11000
코리아에셋투자증권,2020-08-05,1.4068,8650
팬스타엔터프라이즈,2021-02-17,1.4286,1065
강원랜드,2021-03-18,1.4815,27400
신영증권,2021-03-17,1.5437,59200
바텍,2021-03-19,1.5625,29250
테스,2021-03-19,1.7442,35000
SNT중공업,2021-03-18,1.7722,8040
웅진,2021-03-09,1.8391,2215
미원홀딩스,2021-03-16,1.9512,104500
대한제강,2021-03-04,2.0408,15000
동일금속,2021-03-04,2.0492,12450
한섬,2021-03-17,2.1118,41100
일신방직,2021-01-18,2.1978,93000
BNK금융지주,2021-03-19,2.1994,6970
금화피에스시,2020-08-18,2.1997,30200
휴비츠,2021-02-17,2.214,8310
대신증권2우B,2020-12-28,2.2523,11350
한화손해보험,2020-12-07,2.2851,4700
제주항공,2021-03-19,2.3622,26000
하나금융지주,2021-03-19,2.3923,42800
코스맥스,2020-10-12,2.4096,127500
삼양통상,2020-08-18,2.5111,69400
원익QnC,2021-01-25,2.5114,22450
넥센타이어1우B,2021-02-15,2.5467,3020
윈팩,2021-03-18,2.5765,3185
팬오션,2021-03-05,2.5825,7150
모바일리더,2021-03-16,2.8056,25650
아모레퍼시픽,2021-01-25,2.834,254000
코리안리,2020-04-17,2.8902,8900
이녹스첨단소재,2020-09-15,2.9438,53119
위니아딤채,2021-03-18,2.9677,3990
하나투어,2021-03-16,3.0259,71500
삼영무역,2021-02-22,3.0822,15050
SNT에너지,2020-06-08,3.17,17900
디와이파워,2021-03-11,3.207,17700
KT,2021-02-17,3.2075,27350
테이팩스,2021-02-18,3.211,45000
호텔신라,2021-01-18,3.2955,90900
SNT홀딩스,2021-01-21,3.3943,19800
NAVER,2021-03-18,3.4048,410000
NH투자증권우,2020-12-28,3.4141,9390
본느,2021-02-19,3.4237,3625
효성첨단소재,2021-03-17,3.4626,373500
한신기계,2021-02-10,3.6842,1970
동원개발,2021-03-16,3.7244,5570
희림,2021-02-01,3.7543,4560
삼성카드,2020-12-22,3.7791,35700
IHQ,2021-03-18,3.8278,2170
현대그린푸드,2021-03-15,3.8278,10850
유니드,2021-03-18,3.8348,70400
S&T중공업,2021-03-04,3.9672,7600
유진테크,2021-03-02,4.0049,42850
락앤락,2021-03-11,4.0404,15450
코오롱인더,2021-02-16,4.0564,59000
화승알앤에이,2021-02-23,4.1096,3800
현대미포조선,2021-03-15,4.1459,62800
아모레G3우(전환),2021-01-25,4.1463,42700
파라다이스,2021-03-04,4.1551,18800
PI첨단소재,2021-02-16,4.1973,49650
맵스리얼티1,2020-06-02,4.2169,4325
LF,2021-03-18,4.2424,17200
대원산업,2021-03-02,4.2433,7370
삼성엔지니어링,2021-01-06,4.2553,14700
아시아경제,2020-10-14,4.2827,2435
위메이드,2020-11-23,4.2857,51100
위지윅스튜디오,2021-02-08,4.3062,10900
세아특수강,2021-03-08,4.3307,13250
두산밥캣,2021-03-17,4.3539,37150
한전기술,2021-03-17,4.4393,22350
크리스에프앤씨,2021-03-19,4.4521,30500
KB금융,2021-03-11,4.4747,53700
하나머티리얼즈,2021-02-19,4.4974,39500
라이온켐텍,2021-02-05,4.5012,8590
한국콜마,2021-02-19,4.5375,59900
피제이메탈,2021-03-12,4.5455,2760
더네이쳐홀딩스,2021-03-08,4.5455,59800
대동공업,2021-02-23,4.5606,9400
SK네트웍스,2021-01-20,4.5694,5950
동남합성,2020-12-28,4.5817,52500
GKL,2020-12-11,4.611,18150
동원산업,2021-02-19,4.6125,283500
노루홀딩스,2021-02-22,4.6218,12450
선광,2021-03-02,4.6312,30500
이상네트웍스,2020-11-16,4.6717,8290
오르비텍,2021-02-19,4.6729,7840
한양증권,2021-02-08,4.7393,11050
해성산업,2020-05-08,4.7445,14350
신세계인터내셔날,2020-04-28,4.7619,220000
한세실업,2021-03-18,4.7945,22950
신라교역,2021-01-21,4.8077,10900
CJ CGV,2021-01-26,4.8359,30350
인포바인,2020-03-31,4.878,21500
사람인에이치알,2021-02-18,4.8819,33300
미원상사,2021-03-16,4.8843,204000
대동기어,2021-01-21,4.9223,4050
HB테크놀러지,2021-02-18,4.9488,3075
대우건설,2021-02-02,5.0157,6700
진로발효,2020-05-25,5.0325,32350
카카오,2021-02-16,5.0607,519000
대성홀딩스,2021-02-08,5.0967,29900
케이씨티,2021-03-19,5.1051,10500
골프존뉴딘홀딩스,2020-11-06,5.1136,7400
하림지주,2021-02-22,5.1173,9860
대신증권,2021-03-04,5.1724,15250
싸이토젠,2021-03-15,5.2013,62700
쿠쿠홀딩스,2021-03-18,5.2434,140500
효성티앤씨,2021-03-17,5.3211,574000
덕성,2021-03-08,5.3498,12800
베뉴지,2021-01-22,5.3619,1965
동일산업,2021-01-25,5.364,82500
롯데쇼핑,2021-03-09,5.4688,135000
신세계푸드,2020-05-14,5.4886,78800
한일네트웍스,2021-03-04,5.5172,6120
부국증권우,2020-11-23,5.5276,21000
대한제당,2021-03-03,5.5319,24800
비즈니스온,2021-03-18,5.569,21800
에스앤씨엔진그룹,2020-03-23,5.5838,208
SNK,2021-02-19,5.6426,33700
세아홀딩스,2020-12-09,5.6555,82200
이글루시큐리티,2021-02-04,5.7187,6840
정상제이엘에스,2020-11-12,5.7543,6800
지란지교시큐리티,2020-05-18,5.7903,6760
한국경제TV,2021-03-10,5.7971,7300
인크로스,2021-02-18,5.8099,60100
로지시스,2021-03-17,5.8577,12650
청보산업,2021-03-02,5.9441,15150
바다로19호,2020-07-20,6.012,2645
퍼시스,2020-12-11,6.0606,31500
나노스,2021-03-17,6.1125,8680
잉글우드랩,2021-03-17,6.1194,7110
S&T홀딩스,2021-01-21,6.1662,19800
에이치케이,2021-01-08,6.1972,1885
아스트,2021-03-15,6.2208,6830
맥쿼리인프라,2020-06-01,6.2222,11950
유니셈,2021-01-26,6.2271,14500
유니켐,2020-04-29,6.2696,1695
애경유화,2021-02-22,6.278,11850
오리온홀딩스,2020-05-15,6.3158,15150
진양홀딩스,2021-03-15,6.3158,3030
신한지주,2020-06-04,6.3202,37850
대명소노시즌,2021-03-17,6.3545,1590
제이콘텐트리,2021-03-05,6.3694,50100
한국조선해양,2021-01-06,6.4103,124500
강남제비스코,2021-03-03,6.4257,26500
우리금융지주,2020-06-04,6.4356,10750
디오,2021-03-16,6.4803,41900
디에스티,2020-03-27,6.4865,394
옵티시스,2020-09-16,6.515,10300
이엔코퍼레이션,2021-03-04,6.5217,1470
넥스틴,2021-03-04,6.5274,81600
세보엠이씨,2021-03-02,6.5287,6690
에스티아이,2020-07-23,6.5327,21200
신세계,2021-03-09,6.5719,300000
미래에셋생명,2020-09-10,6.5728,4540
인텍플러스,2021-02-18,6.5868,26700
NPC,2021-02-18,6.6049,4600
롯데케미칼,2021-03-02,6.6246,338000
아모레G,2021-01-25,6.6351,67500
원익,2021-01-27,6.746,5380
쌍용양회,2020-12-11,6.7626,7420
두산인프라코어,2020-09-28,6.7814,10550
F&F,2021-02-18,6.8493,156000
피제이전자,2021-03-16,6.8592,8880
영원무역,2021-03-04,6.8712,43550
대성산업,2021-03-05,6.9512,4385
동방아그로,2020-08-06,6.9869,7350
코이즈,2021-03-19,6.99,7500
노바렉스,2020-08-10,7.0093,45800
대륙제관,2021-01-07,7.027,5940
SBI인베스트먼트,2021-03-15,7.0461,1975
사조동아원,2021-03-19,7.0671,1515
케이프이에스제4호,2020-06-22,7.0732,2195
아세아,2021-02-04,7.074,99900
KSS해운,2020-11-12,7.1111,12050
이에스에이,2020-03-23,7.1186,316
GS,2021-02-23,7.1338,42050
티씨케이,2021-02-15,7.1704,194300
진성티이씨,2021-01-07,7.2243,14100
SK텔레콤,2021-01-08,7.2266,274500
코스메카코리아,2020-08-13,7.2664,15500
부스타,2021-03-19,7.2785,6780
제룡전기,2021-02-18,7.2934,6620
LG상사,2021-03-16,7.3555,30650
대동스틸,2020-05-26,7.3826,6400
에코플라스틱,2021-03-19,7.4503,3245
아이진,2021-03-17,7.4928,18650
와토스코리아,2021-02-04,7.5284,7570
오뚜기,2020-08-12,7.5472,627000
NEW,2021-03-10,7.563,12800
드림시큐리티,2020-09-17,7.5741,4900
AP시스템,2021-02-16,7.6271,31750
싸이맥스,2021-01-25,7.6749,23850
유진기업,2021-01-20,7.7077,5380
디아이,2021-03-10,7.7147,7400
동아엘텍,2020-10-13,7.7495,10150
현대백화점,2021-03-09,7.7982,94000
에이티넘인베스트,2021-03-19,7.8313,3580
우성사료,2021-03-18,7.8453,4880
씨큐브,2020-05-29,7.8788,8900
동성화인텍,2020-11-25,7.8838,13000
크라운해태홀딩스,2021-03-10,7.943,10600
전방,2020-10-19,7.9634,41350
덴티움,2021-03-16,8.0645,67000
삼정펄프,2021-01-11,8.1633,31800
윌비스,2021-02-10,8.1761,1720
한국토지신탁,2020-12-21,8.2126,2240
TS인베스트먼트,2021-03-17,8.2136,5270
이베스트투자증권,2021-01-11,8.2386,7620
현대건설,2021-01-12,8.2654,46500
한국가스공사,2021-01-20,8.2822,35300
이니텍,2020-07-09,8.3499,5450
인바디,2020-05-11,8.377,20700
한국ANKOR유전,2021-01-29,8.4337,1800
네오오토,2021-03-17,8.4439,8990
백산,2021-03-12,8.4706,9220
참엔지니어링,2021-01-20,8.4848,1790
삼현철강,2021-03-04,8.5149,5480
웹젠,2021-01-22,8.6165,44750
제일제강,2021-01-29,8.7349,3610
GS우,2020-06-19,8.75,34800
한국컴퓨터,2021-02-25,8.7861,4705
SPC삼립,2020-05-07,8.8033,79100
삼익악기,2020-06-04,8.805,1730
컴퍼니케이,2021-03-17,8.8496,12300
진에어,2021-03-18,8.8578,23350
와이엔텍,2021-02-18,8.9457,17050
제일기획,2020-10-15,8.9835,23050
신세계 I&C,2020-09-14,8.9965,157500
BGF리테일,2021-01-29,9.0361,181000
고려신용정보,2020-05-18,9.0491,7110
롯데칠성,2021-02-09,9.0535,132500
SK하이닉스,2021-03-02,9.058,150500
서연,2020-11-11,9.058,15050
이오테크닉스,2020-08-10,9.0678,128700
세이브존I&C,2021-03-19,9.0909,4080
한온시스템,2021-01-08,9.1892,20200
케이디켐,2021-03-16,9.2105,16600
NI스틸,2021-02-22,9.2619,3775
정산애강,2020-07-20,9.3023,2350
금호타이어,2020-09-17,9.3231,4280
러셀,2021-01-26,9.331,6210
한국항공우주,2021-02-09,9.3333,41000
이마트,2021-01-13,9.4286,191500
티비씨,2021-03-15,9.4915,1615
태광산업,2021-02-09,9.4937,1038000
원익IPS,2021-01-22,9.5238,55200
한일화학,2021-03-11,9.5385,17800
대성에너지,2020-09-16,9.5506,5850
DB금융투자,2021-01-11,9.5652,6300
이루온,2020-04-02,9.6386,1820
비덴트,2021-03-19,9.6429,15350
DSR제강,2021-02-17,9.7143,5760
씨티케이코스메틱스,2021-03-10,9.7143,19200
제룡산업,2020-12-17,9.7345,7440
한국패러랠,2020-03-25,9.7436,2140
브리지텍,2020-08-27,9.7826,4545
화성밸브,2020-06-04,9.7913,6840
BYC우,2021-02-24,9.8039,168000
S&TC,2020-06-08,9.816,17900
현대코퍼레이션홀딩스,2021-03-19,9.8361,16750
한국자산신탁,2020-12-22,9.8504,4405
한국큐빅,2020-12-30,9.8851,4780
우신시스템,2021-03-19,9.901,6660
서연이화,2021-03-04,9.9021,10100
모베이스,2021-03-09,9.9029,5660
솔브레인,2021-02-22,9.9366,329700
중앙백신,2020-09-17,9.9432,19350
태양,2021-02-05,9.9526,11600
화승엔터프라이즈,2021-03-15,9.9698,18200
신원종합개발,2021-03-15,9.9888,9800
네오티스,2021-02-04,10.0478,4600
POSCO,2021-03-09,10.0494,334000
한빛소프트,2021-03-17,10.0583,7550
동양생명,2021-02-23,10.0719,4590
동양철관,2021-02-26,10.0775,1420
삼성출판사,2021-03-17,10.1124,53900
디지아이,2021-02-08,10.1289,2990
한신공영,2021-01-25,10.1299,21200
보해양조,2020-12-09,10.1449,1140
모두투어,2021-01-14,10.1512,25500
현대홈쇼핑,2020-12-16,10.2244,88400
잉크테크,2021-03-15,10.2418,7750
기신정기,2021-03-16,10.2564,6450
미창석유,2021-02-26,10.2804,82600
다나와,2021-02-16,10.3198,37950
영원무역홀딩스,2020-06-03,10.3281,45400
휴스틸,2021-02-19,10.331,11000
성창기업지주,2020-12-22,10.3376,2615
팬엔터테인먼트,2021-03-08,10.3491,8850
한라IMS,2020-06-04,10.4022,7960
센트럴바이오,2021-01-06,10.4027,3290
코콤,2021-01-28,10.4286,7730
인탑스,2021-02-19,10.4478,37000
현대통신,2021-03-10,10.5263,11550
에코캡,2021-03-08,10.6076,5370
용평리조트,2020-05-25,10.664,5500
덱스터,2021-03-08,10.6734,8710
알톤스포츠,2021-03-15,10.6742,5910
마이크로프랜드,2021-03-19,10.6897,9630
일진파워,2020-09-16,10.7143,6200
피에스케이홀딩스,2021-01-25,10.7358,9180
인선이엔티,2021-02-18,10.757,13900
GS건설,2021-01-20,10.7843,45200
매일홀딩스,2020-05-14,10.7987,9850
에스넷,2020-09-09,10.8108,8200
한국특수형강,2020-12-04,10.8247,2150
한국금융지주,2021-02-22,10.8295,96200
대현,2021-01-27,10.8491,2350
베스파,2021-02-09,10.9005,23400
대원화성,2021-03-19,10.9057,3000
