stock,date,gap,high
NAVER,2021-02-02,0.6748,373000
일승,2020-09-09,1.1983,2449
에코플라스틱,2021-01-26,1.3944,2545
케이씨,2021-01-26,1.5126,30200
코이즈,2021-02-01,1.548,3280
인텔리안테크,2021-02-02,1.5677,90700
티씨케이,2021-01-26,1.7162,154100
현대에이치티,2021-01-08,1.7621,9240
덕산네오룩스,2020-08-13,1.7995,39600
SKC,2021-02-02,1.8315,139000
한일현대시멘트,2021-01-22,1.8844,40550
아진엑스텍,2021-01-26,1.9915,7170
CJ대한통운,2020-10-14,2.1108,193500
한국석유,2021-01-26,2.1757,6058
일동홀딩스,2021-02-02,2.1875,16350
NEW,2021-01-21,2.4631,10400
세아베스틸,2020-06-04,2.6022,13800
신영증권,2021-01-11,2.7422,56200
대우건설,2021-02-02,2.7607,6700
하이트론,2021-02-01,2.7972,7350
국순당,2021-01-25,2.8807,7500
대상우,2021-01-27,2.9557,20900
포스코인터내셔널,2020-02-17,3.1088,19900
이엔코퍼레이션,2021-01-28,3.3034,13134
AK홀딩스,2021-01-25,3.3223,31100
SM Life Design,2021-01-18,3.3582,2770
HDC현대산업개발,2021-01-21,3.5484,32100
동일기연,2021-01-28,3.5587,14550
네패스,2021-01-22,3.6055,48850
효성중공업,2020-09-04,3.6096,77500
싸이토젠,2021-01-22,3.6789,62000
현대건설,2021-01-12,3.6789,46500
카카오,2021-01-26,3.6795,96143
희림,2021-02-01,3.8724,4560
비아트론,2021-02-02,3.8793,12050
케이비아이동국실업,2021-01-27,3.8889,935
KCC건설,2021-01-21,3.8988,9860
한솔케미칼,2021-01-25,3.9024,213000
네온테크,2021-01-28,3.937,4620
한일시멘트,2021-01-25,3.9474,118500
하이비젼시스템,2021-01-26,4.0,15600
파크시스템스,2021-02-02,4.0115,108900
디씨엠,2020-04-10,4.0323,12900
애경유화,2021-02-02,4.0816,10200
우신시스템,2021-02-02,4.0816,5100
영원무역,2021-01-28,4.1193,36650
한라,2021-01-25,4.1293,5800
