,종목명,현재가,전일비,등락률,액면가,거래량,거래대금,전일거래량,시가,고가,저가,매수호가,매도호가,매수총잔량,매도총잔량,상장주식수,시가총액,매출액,자산총계,부채총계,영업이익,당기순이익,주당순이익,보통주배당금,매출액증가율,영업이익증가율,외국인비율,PER,ROE,ROA,PBR,유보율
336,롯데정보통신,"38,200",450,+1.19%,"5,000","25,783",978,"11,518","37,800","38,300","37,300","38,150","38,200","2,252","3,168","15,396","5,881","8,495","6,495","2,362",388,299,"2,397",700,0.46,-5.75,2.60,15.94,7.43,4.44,1.37,523.7
337,세아제강지주,"142,000","1,000",-0.70%,"5,000","17,998","2,552","29,675","143,000","145,500","139,000","142,000","142,500","1,113","1,738","4,142","5,881","23,064","23,156","9,848",671,338,"23,374","1,500",-12.77,6.28,5.42,6.08,1.76,1.42,0.53,"4,373.8"
338,HANARO 200,"41,105",85,+0.21%,0,"23,315",957,"2,034","41,050","41,150","40,720","41,105","41,130","90,218","71,859","14,200","5,837",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A
339,BGF,"6,090",90,-1.46%,"1,000","154,799",950,"184,004","6,180","6,210","6,090","6,090","6,100","80,858","16,045","95,717","5,829","1,544","16,582","1,211",146,179,540,110,15.74,-44.45,6.54,11.28,1.81,1.08,0.38,"1,512.9"
340,대한제강,"23,550",200,+0.86%,"1,000","183,838","4,296","435,098","23,450","23,550","23,000","23,500","23,550","17,219","27,468","24,647","5,804","10,961","9,449","3,965",818,531,"3,724",300,7.28,94.66,10.48,6.32,10.21,6.72,0.91,"2,047.3"
341,아세아시멘트,"148,500",500,+0.34%,"5,000","7,220","1,068","5,853","146,500","149,000","145,500","147,500","148,500","2,971","3,042","3,896","5,785","7,875","19,014","10,778",753,251,"15,503","1,250",-5.89,-7.21,3.62,9.58,2.94,1.31,0.68,"4,090.2"
342,한진,"38,650",0,0.00%,"5,000","25,987",998,"16,253","38,550","38,650","38,250","38,600","38,650","7,025","2,505","14,948","5,777","22,157","37,887","25,507","1,059",91,"13,556",600,7.44,16.84,11.64,2.85,0.74,0.25,0.45,"1,016.8"
343,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),"11,205",35,-0.31%,0,"1,134,771","12,640","875,645","11,190","11,235","11,090","11,205","11,210","20,049","20,699","51,480","5,768",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.09,N/A,N/A,N/A,N/A,N/A
344,KOSEF 200,"41,150",105,+0.26%,0,"16,456",675,793,"41,045","41,170","40,750","41,125","41,150","17,181","12,244","13,850","5,699",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A
345,롯데손해보험,"1,835",15,-0.81%,"1,000","226,319",412,"167,123","1,850","1,850","1,810","1,830","1,835","152,660","55,144","310,336","5,695","41,182","163,482","154,016",-310,-242,-35,N/A,12.10,56.29,0.93,-52.43,-2.53,-0.15,0.57,205.4
346,JW중외제약,"26,400",100,-0.38%,"2,500","40,086","1,063","61,525","26,500","27,000","26,400","26,400","26,550","19,666","5,168","21,540","5,687","5,473","5,491","3,416",-13,-153,-146,316,7.04,93.04,5.49,-180.82,-6.97,-2.72,2.97,292.9
347,제일약품,"38,600",50,-0.13%,500,"12,740",489,"14,508","38,650","38,700","38,200","38,450","38,600","10,542",636,"14,705","5,676","6,913","4,097","2,372",129,70,-23,70,N/A,N/A,2.81,"-1,678.26",N/A,N/A,3.19,"2,066.8"
348,신성통상,"3,945",135,+3.54%,500,"1,519,869","5,936","2,959,943","3,800","4,000","3,795","3,945","3,950","27,020","136,139","143,708","5,669","10,272","8,264","5,890",398,73,162,N/A,7.58,-2.43,1.73,24.35,3.12,0.96,2.23,231.0
349,율촌화학,"22,850",200,+0.88%,500,"193,525","4,396","160,658","22,700","23,200","22,050","22,850","22,900","6,108","22,152","24,800","5,667","5,207","6,133","2,657",267,202,494,500,2.77,3.39,5.25,46.26,5.85,3.31,1.66,"2,253.9"
350,빙그레,"57,000",500,+0.88%,"5,000","20,759","1,175","16,665","56,500","57,000","56,400","56,800","57,000","4,822","1,775","9,851","5,615","9,591","7,641","1,746",398,349,"1,727","1,600",9.20,-12.96,18.53,33.01,6.01,4.81,0.85,"1,138.4"
351,QV 코스피 변동성 매칭형 양매도 ETN,"8,000",0,0.00%,0,0,0,0,"8,000","8,000","8,000","8,000","8,005",100,"200,000","70,000","5,600",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A
352,코오롱,"44,000","1,150",+2.68%,"5,000","1,087,190","48,246","514,556","42,500","46,350","41,650","44,000","44,050","8,601","4,265","12,626","5,556","48,902","37,081","28,491","2,714","1,666","11,195",500,14.14,101.97,11.79,3.93,22.75,4.55,0.72,"1,052.0"
353,삼성화재우,"172,000",500,-0.29%,500,"6,735","1,162","4,849","173,500","173,500","172,000","172,000","173,500","6,840","2,062","3,192","5,490",N/A,N/A,N/A,N/A,N/A,"21,112",N/A,N/A,N/A,24.28,8.15,N/A,N/A,0.47,N/A
354,교보증권,"8,470",30,-0.35%,"5,000","96,360",814,"51,147","8,500","8,520","8,420","8,470","8,480","49,538","19,921","64,653","5,476","17,665","101,111","88,478","1,366","1,039","2,370",450,21.66,23.77,4.02,3.57,9.35,1.15,0.40,292.6
355,케이씨텍,"26,000",500,+1.96%,500,"57,867","1,491","53,241","25,500","26,050","25,050","25,950","26,000","4,130","13,156","20,862","5,424","3,199","4,073",595,561,426,"1,849",220,20.57,14.43,10.46,14.06,13.39,11.44,1.51,"3,235.4"
356,엔에스쇼핑,"15,950",50,+0.31%,500,"81,182","1,297","102,727","15,850","16,200","15,800","15,900","15,950","12,760","12,232","33,696","5,375","5,391","11,512","7,319",294,64,-466,150,8.26,2.21,8.90,-34.23,1.53,0.62,1.34,"2,536.7"
357,LF,"18,300",200,-1.08%,"5,000","62,095","1,137","52,824","18,500","18,500","18,150","18,300","18,350","26,359","5,936","29,240","5,351","16,105","24,794","10,650",771,286,"2,238",500,-13.03,-11.96,24.34,8.18,1.41,1.17,0.41,754.1
358,KODEX 코스닥150선물인버스,"4,125",20,-0.48%,0,"33,978,557","140,837","24,819,928","4,150","4,170","4,120","4,120","4,125","1,199,894","1,564,884","129,400","5,338",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.99,N/A,N/A,N/A,N/A,N/A
359,TIGER 미국필라델피아반도체나스닥,"10,960",70,+0.64%,0,"1,568,962","17,205","480,385","10,925","10,995","10,925","10,960","10,965","66,391","157,738","48,500","5,316",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.90,N/A,N/A,N/A,N/A,N/A
360,남해화학,"10,600",200,-1.85%,"1,000","521,674","5,526","450,418","10,750","10,800","10,450","10,600","10,700","127,919","146,867","49,679","5,266","10,098","5,894","1,365",264,250,305,80,-14.94,72.15,4.42,34.75,5.65,4.28,1.11,826.1
361,코스모화학,"18,950",200,-1.04%,"1,000","1,084,036","20,658","1,777,402","19,450","19,600","18,650","18,900","18,950","110,454","48,112","27,767","5,262","3,555","6,685","4,185",50,-156,-452,0,-12.62,195.75,1.03,-41.92,-19.42,-2.64,3.48,-25.1
362,SIMPAC,"7,960",160,-1.97%,500,"349,629","2,826","771,491","8,210","8,330","7,930","7,960","7,970","21,073","5,945","65,430","5,208","3,659","7,373","2,733",78,341,858,60,-14.93,-30.10,7.74,9.28,7.54,4.82,0.92,"1,392.0"
363,한국카본,"11,800",0,0.00%,500,"421,307","4,967","522,654","11,950","11,950","11,600","11,750","11,800","87,643","276,570","43,961","5,187","4,117","4,783",978,757,574,"1,018",180,50.57,199.48,8.49,11.59,16.55,13.10,1.30,"1,676.2"
364,한화손해보험,"4,430",35,+0.80%,"5,000","214,710",935,"311,424","4,395","4,430","4,325","4,425","4,430","7,909","10,851","116,739","5,172","78,675","195,183","178,117",703,483,773,N/A,-2.00,174.75,7.92,5.73,3.11,0.26,0.34,192.4
365,현대퓨처넷,"4,565",85,-1.83%,500,"251,598","1,153","696,148","4,645","4,650","4,555","4,565","4,575","62,960","12,168","112,877","5,153","3,080","9,946","2,087",219,-404,-304,80,5.17,-46.39,13.51,-15.02,-4.11,-4.47,0.73,"1,203.9"
366,롯데푸드,"421,000","1,500",-0.36%,"5,000","1,849",777,563,"424,500","426,000","414,500","419,000","423,500",300,87,"1,209","5,090","17,188","12,865","5,253",444,702,"24,517","12,000",N/A,N/A,12.62,17.17,N/A,N/A,0.50,"18,403.8"
367,잇츠한불,"23,050",300,+1.32%,500,"17,685",401,"18,152","22,650","23,050","22,450","23,000","23,050","6,933","5,864","21,929","5,055","1,464","5,081",398,38,-35,-733,100,-27.73,-71.10,0.49,-31.45,-3.52,-0.67,1.04,"3,518.9"
368,대신증권우,"19,250",100,+0.52%,"5,000","107,717","2,054","147,553","19,200","19,400","18,900","19,250","19,300","35,704","25,340","26,000","5,005",N/A,N/A,N/A,N/A,N/A,"7,041",N/A,N/A,N/A,11.81,2.73,N/A,N/A,0.52,N/A
369,교촌에프앤비,"19,900",150,-0.75%,500,"68,221","1,362","44,230","20,100","20,200","19,900","19,900","19,950","16,994","11,937","24,983","4,972","4,476","2,295",760,410,238,"1,107",200,17.77,4.26,0.43,17.98,20.40,12.30,3.07,"1,159.6"
370,삼성 레버리지 WTI원유 선물 ETN,985,5,-0.51%,0,"2,749,735","2,726","7,461,427",990,"1,000",985,985,990,"6,500,210","7,187,908","504,000","4,964",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.01,N/A,N/A,N/A,N/A,N/A
371,이수화학,"17,650","2,300",+14.98%,"5,000","13,253,109","228,368","885,256","15,500","18,350","15,300","17,600","17,650","95,985","289,173","27,960","4,935","13,190","9,756","6,797",-327,"-1,399","-2,046",300,-13.01,-446.25,2.31,-8.63,-31.08,-13.69,1.80,89.5
372,송원산업,"20,500",400,+1.99%,500,"426,817","8,682","316,794","20,050","20,550","19,850","20,450","20,500","30,442","90,760","24,000","4,920","8,078","8,911","4,276",680,284,"1,522",120,-0.81,14.70,17.69,13.47,6.17,3.18,1.02,"3,798.3"
373,KODEX Top5PlusTR,"18,840",160,+0.86%,0,"3,506",65,"1,626","18,655","18,840","18,575","18,745","18,840","30,255","38,753","25,900","4,880",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.31,N/A,N/A,N/A,N/A,N/A
374,지역난방공사,"42,100",100,-0.24%,"5,000","10,905",458,"8,976","42,350","42,350","41,800","42,050","42,150","1,035","1,390","11,579","4,875","20,989","60,731","42,694","1,329",279,"4,698",965,-11.36,214.72,1.27,8.96,1.68,0.47,0.26,"2,588.4"
375,스카이라이프,"10,150",50,-0.49%,"2,500","40,788",417,"41,982","10,200","10,350","10,150","10,150","10,200","26,613","23,075","47,822","4,854","6,987","9,195","1,750",738,582,"1,159",350,0.59,6.47,15.25,8.76,7.97,6.58,0.64,526.1
376,키다리스튜디오,"14,550",100,-0.68%,500,"160,417","2,329","238,802","14,650","14,700","14,400","14,550","14,600","59,603","8,269","33,297","4,845",455,482,210,46,1,135,0,70.20,552.46,1.52,107.78,0.22,0.16,2.42,241.1
377,KOSEF 200TR,"48,920",135,+0.28%,0,"3,256",158,"2,868","48,835","48,975","48,440","48,875","48,920","19,018","18,220","9,900","4,843",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A
378,한국철강,"10,500",150,+1.45%,"1,000","192,075","1,954","123,599","10,300","10,500","10,000","10,450","10,500","27,573","37,723","46,050","4,835","6,334","8,688","1,719",351,-85,142,200,-11.92,187.51,11.72,73.94,-1.19,-0.97,0.61,"1,430.1"
379,애경유화,"15,000",350,-2.28%,500,"757,868","11,570","1,147,533","15,350","15,750","14,850","14,950","15,000","94,579","22,691","32,040","4,806","9,089","5,321","1,409",575,443,"2,477",350,-10.64,22.70,14.74,6.06,11.72,8.65,1.08,"2,398.1"
380,삼성제약,"7,150",100,+1.42%,500,"398,462","2,800","515,439","7,010","7,150","6,950","7,080","7,150","36,812","53,031","67,162","4,802",483,"1,787",568,-100,-399,-629,0,8.31,-55.21,4.53,-11.37,-30.13,-22.97,3.26,182.2
381,금호건설,"13,100",200,-1.50%,"5,000","169,194","2,218","275,058","13,350","13,350","13,000","13,100","13,150","69,111","85,503","36,634","4,799","18,296","13,772","9,870",812,264,"2,012",500,14.51,46.40,5.91,6.51,6.89,1.95,0.96,137.8
382,한전산업,"14,700",600,-3.92%,500,"2,144,778","32,000","4,139,889","15,650","15,750","14,500","14,700","14,750","132,743","64,703","32,600","4,792","3,293","1,636",804,190,135,302,208,13.73,-9.54,1.20,48.68,16.20,8.16,5.50,410.9
383,KODEX 미국FANG플러스(H),"29,100",185,+0.64%,0,"135,561","3,922","136,653","28,920","29,100","28,820","29,075","29,100","2,209","22,233","16,450","4,787",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.08,N/A,N/A,N/A,N/A,N/A
384,KH 필룩스,"3,490",0,0.00%,500,"2,170,810","7,567","2,646,635","3,490","3,550","3,405","3,490","3,495","101,170","146,616","136,730","4,772","1,188","3,831","1,131",1,-471,-307,0,-12.06,-98.03,10.06,-11.37,-17.37,-11.78,1.18,462.1
385,신성이엔지,"2,330",20,-0.85%,500,"592,450","1,377","729,854","2,340","2,345","2,300","2,325","2,330","181,220","82,785","203,990","4,753","4,824","4,234","2,320",185,-137,-137,0,19.76,156.22,6.25,-17.01,-8.77,-3.27,2.30,105.4
386,디티알오토모티브,"47,400",150,+0.32%,500,"23,188","1,089","11,982","47,300","48,000","46,500","47,400","47,450",749,199,"9,994","4,737","8,239","9,618","3,071",714,484,"6,365","2,000",-11.39,-11.00,5.06,7.45,7.48,5.17,0.62,"18,463.8"
387,KG케미칼,"33,800",500,+1.50%,"5,000","101,983","3,404","103,296","33,200","33,850","32,800","33,750","33,800","9,607","10,162","13,866","4,687","36,864","43,235","28,159","2,430","1,547","6,535",400,78.22,105.94,3.38,5.17,11.94,3.65,0.96,528.0
388,신한 레버리지 WTI원유 선물 ETN(H),795,10,-1.24%,0,"1,102,547",884,"4,671,593",805,810,795,795,800,"4,462,746","4,609,996","580,000","4,611",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A
389,티웨이항공,"4,170",170,+4.25%,500,"3,781,222","15,695","599,331","4,045","4,275","4,010","4,165","4,170","37,979","81,243","110,330","4,601","2,692","7,058","5,888","-1,743","-1,379","-1,346",N/A,-66.78,-805.85,0.79,-3.10,-90.15,-18.22,4.96,108.9
390,태영건설,"11,750",150,-1.26%,500,"66,026",778,"43,211","11,850","11,900","11,750","11,750","11,800","26,092","21,438","38,899","4,571","22,815","37,983","31,515","2,509","5,325","11,021",325,-23.11,-9.20,10.78,1.07,61.96,10.96,0.69,"8,250.3"
391,세아홀딩스,"113,500","1,000",-0.87%,"5,000","1,890",213,"2,142","113,000","114,500","112,000","113,000","113,500","1,041",460,"4,000","4,540","42,574","50,849","23,579",131,"-2,615","-26,548","2,250",-13.66,-85.40,0.73,-4.28,-8.48,-4.96,0.23,"9,262.0"
392,종근당홀딩스,"90,100",300,-0.33%,"2,500","7,334",662,"9,492","90,400","90,700","89,900","90,100","90,500","7,782",919,"5,010","4,514","8,581","12,585","4,182",893,"1,136","12,203","1,400",19.08,3.60,8.99,7.38,15.59,9.74,0.83,"4,231.0"
393,YG PLUS,"7,090",90,-1.25%,500,"2,770,807","20,054","2,021,680","7,250","7,430","7,040","7,080","7,090","133,214","22,269","63,429","4,497","1,071","1,510",468,61,-75,9,0,-5.72,35.62,1.97,787.78,-6.94,-4.86,3.87,193.6
394,에이프로젠제약,"1,125",0,0.00%,500,"3,276,043","3,702","38,936,118","1,125","1,165","1,115","1,125","1,130","512,309","283,288","398,576","4,484",533,"6,153",170,-26,189,19,N/A,4.75,-32.93,4.06,59.21,2.99,3.86,0.89,149.3
395,퍼시스,"38,900",150,-0.38%,"1,000","1,954",75,"1,419","39,050","39,050","38,350","38,550","38,900",252,"1,000","11,500","4,474","2,869","4,989",380,257,340,"3,801","1,000",-5.87,2.37,20.17,10.23,7.53,6.94,0.74,"3,579.4"
396,신영증권우,"63,400",100,-0.16%,"5,000","1,053",66,"7,736","63,700","63,700","62,800","62,900","63,400",423,104,"7,054","4,472",N/A,N/A,N/A,N/A,N/A,"10,869",N/A,N/A,N/A,6.34,5.83,N/A,N/A,0.38,N/A
397,맵스리얼티1,"4,735",30,+0.64%,0,"51,478",243,"19,540","4,705","4,735","4,705","4,720","4,735","41,736","14,868","92,834","4,396",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.39,N/A,N/A,N/A,N/A,N/A
398,E1,"64,000","1,200",-1.84%,"5,000","35,378","2,268","150,544","65,200","65,200","63,300","64,000","64,100","3,756","1,298","6,860","4,390","39,276","37,314","24,880",395,563,"19,710","2,200",-14.77,-62.82,4.96,3.25,5.19,1.54,0.29,"3,562.2"
399,코람코에너지리츠,"6,290",60,+0.96%,500,"70,111",438,"70,417","6,230","6,290","6,210","6,280","6,290","38,192","166,559","69,620","4,379",242,"10,532","7,004",189,93,142,297,-1.15,-0.76,0.90,44.30,2.63,0.89,1.24,913.5
400,삼양패키징,"30,800",400,-1.28%,"5,000","15,673",481,"9,532","31,200","31,200","30,400","30,750","30,800","13,678","2,779","14,210","4,377","3,676","5,645","2,568",523,323,"2,574","1,000",-2.10,25.69,8.57,11.97,10.88,5.72,1.39,333.1
401,남선알미늄,"3,970",90,+2.32%,500,"12,884,044","51,489","11,532,324","4,010","4,075","3,910","3,965","3,970","305,580","295,270","110,179","4,374","2,685","2,952","1,056",-15,105,229,N/A,-17.34,-113.09,3.80,17.34,5.72,3.57,2.03,249.1
402,한국콜마홀딩스,"23,450",400,-1.68%,500,"35,427",835,"27,480","24,100","24,100","23,450","23,450","23,600","10,879","3,479","18,577","4,356","6,755","12,185","4,309","1,575","1,551","4,706",205,35.22,92.35,15.70,4.98,21.96,13.43,0.77,"6,240.2"
403,SK증권,911,6,-0.65%,500,"1,822,467","1,660","1,360,706",917,918,907,911,912,"279,921","145,068","472,590","4,305","10,235","53,594","47,788",123,123,98,10,86.02,-42.77,5.17,9.30,1.99,0.24,0.65,152.8
404,신한알파리츠,"8,200",0,0.00%,"1,000","64,817",531,"36,922","8,220","8,220","8,170","8,200","8,210","31,497","35,627","52,330","4,291",378,"15,334","11,799",228,69,53,164,63.72,63.33,1.77,154.72,2.04,0.59,1.66,421.1
405,광동제약,"8,180",120,-1.45%,"1,000","138,442","1,137","110,474","8,290","8,360","8,180","8,180","8,260","25,168","4,755","52,421","4,288","12,438","8,306","3,285",466,456,615,100,0.45,11.45,21.49,13.30,10.08,5.62,0.70,890.9
406,아세아제지,"47,650",700,-1.45%,"5,000","41,271","1,969","63,708","48,200","48,300","47,600","47,650","47,700","10,563","1,168","8,957","4,268","7,316","8,823","2,488",657,542,"9,522",700,4.87,-7.61,5.96,5.00,8.90,6.27,0.62,"1,313.9"
407,한일홀딩스,"14,650",250,+1.74%,"1,000","23,193",336,"29,483","14,350","14,700","14,250","14,550","14,650","34,440","7,208","28,816","4,222","15,334","33,201","14,967","1,571","1,085","2,292",510,-7.17,87.82,3.30,6.39,4.21,3.28,0.31,"7,586.3"
408,동화약품,"15,050",300,-1.95%,"1,000","165,714","2,508","193,940","15,400","15,500","15,050","15,050","15,100","81,836","39,277","27,931","4,204","2,721","4,338",911,232,287,"1,118",180,-11.42,142.43,3.45,13.46,9.04,7.09,1.23,"1,064.4"
409,KTB투자증권,"6,960",10,+0.14%,"5,000","174,927","1,218","231,098","6,940","7,020","6,900","6,960","6,980","49,110","37,228","60,314","4,198","5,311","43,563","37,669",665,760,"2,397",150,39.33,77.14,11.43,2.90,13.04,2.08,0.62,67.5
410,삼성 코스피 양매도 5% OTM ETN,"8,385",5,-0.06%,0,5,0,989,"8,385","8,385","8,385","8,385","8,395","30,000","30,000","50,000","4,192",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A
411,신세계 I&C,"243,000","15,000",-5.81%,"5,000","42,486","10,453","20,180","252,500","252,500","242,000","243,000","243,500","2,675","1,990","1,720","4,180","4,803","2,837",723,300,696,"20,142","2,500",5.32,62.27,4.23,12.06,33.89,24.27,1.26,"3,055.2"
412,쌍용차,"2,770",0,0.00%,"5,000",0,0,0,0,0,0,0,0,0,0,"149,840","4,151","29,502","17,686","18,568","-4,494","-5,043","-3,220",N/A,-18.59,-59.41,76.57,-0.86,-320.22,-26.63,45.66,-112.0
413,삼부토건,"3,015",130,+4.51%,"1,000","7,527,384","22,491","3,129,681","3,020","3,060","2,915","3,015","3,020","175,152","195,646","137,546","4,147","3,794","4,888","3,077",-78,-211,-56,0,67.65,-258.34,3.84,-53.84,-8.73,-4.65,2.03,54.0
414,현대차증권,"12,950",250,+1.97%,"5,000","133,510","1,715","52,102","12,700","13,000","12,700","12,950","13,000","34,226","53,368","31,713","4,107","8,400","91,679","81,021","1,174",843,"2,674",675,17.29,19.28,3.37,4.84,8.20,1.04,0.45,450.0
415,에이프로젠 MED,"2,050",60,-2.84%,500,"6,382,367","13,446","30,096,289","2,095","2,170","2,045","2,050","2,055","512,030","123,485","199,155","4,083","1,271","8,344","1,443",40,-327,-57,0,62.49,54.70,2.58,-35.96,-15.79,-4.41,1.24,286.8
416,아이마켓코리아,"12,200",400,-3.17%,500,"497,088","6,189","421,012","12,600","12,900","12,200","12,200","12,250","68,978","37,385","33,429","4,078","28,394","11,108","6,939",405,288,862,600,-2.89,-22.14,8.53,14.15,5.87,2.61,1.06,"2,155.6"
417,웅진씽크빅,"3,515",40,-1.13%,500,"296,537","1,046","208,270","3,555","3,580","3,500","3,515","3,540","75,625","12,060","115,506","4,060","6,461","6,661","2,914",140,4,312,110,-0.94,-35.38,5.10,11.27,0.23,0.02,1.11,623.0
418,화승인더,"7,280",170,+2.39%,500,"123,817",881,"81,074","7,110","7,280","7,030","7,270","7,280",38,"38,542","55,320","4,027","12,988","14,335","8,062",824,499,616,188,-8.91,-27.45,15.55,11.82,10.94,3.69,1.04,"1,100.3"
419,이월드,"2,840",95,+3.46%,"1,000","517,729","1,454","394,330","2,750","2,860","2,750","2,835","2,840","26,507","37,668","141,806","4,027","1,315","4,479",852,-141,-154,-55,0,-28.23,-180.81,1.22,-51.64,-4.11,-3.32,1.13,42.4
420,한국금융지주우,"68,700","1,200",+1.78%,"5,000","24,018","1,633","19,551","67,500","68,700","67,300","68,600","68,700","4,697","6,672","5,858","4,025",N/A,N/A,N/A,N/A,N/A,"21,040",N/A,N/A,N/A,16.22,3.27,N/A,N/A,0.64,N/A
421,KISCO홀딩스,"21,650",250,-1.14%,"1,000","24,691",531,"24,540","21,850","21,850","21,300","21,500","21,650","2,654","2,600","18,476","4,000","10,646","15,646","2,298",827,365,"2,823",300,-10.01,43.63,9.81,7.67,4.16,2.34,0.34,"3,556.9"
422,동양,"1,675",45,+2.76%,500,"1,076,589","1,782","1,096,573","1,635","1,690","1,620","1,665","1,675","116,838","165,152","238,684","3,998","6,031","9,968","2,172",-153,-289,-69,40,11.88,24.05,6.61,-24.28,-2.92,-2.87,0.42,707.7
423,한솔제지,"16,700",100,+0.60%,"5,000","56,964",943,"120,749","16,600","16,700","16,400","16,600","16,700","40,495","19,919","23,801","3,975","15,099","17,396","11,048",946,593,"1,120",700,-10.08,-1.46,11.66,14.91,9.67,3.40,0.62,404.3
424,대교,"4,670",15,-0.32%,500,"131,815",608,"253,196","4,685","4,685","4,580","4,670","4,675","5,951","17,500","84,703","3,956","6,270","8,452","2,863",-280,-182,-50,100,-17.71,-195.34,4.03,-93.40,-3.02,-2.06,0.69,"1,189.0"
425,하나제약,"22,250",0,0.00%,500,"26,300",584,"33,049","22,350","22,400","22,050","22,200","22,250","10,287","15,860","17,773","3,954","1,773","2,766",442,317,149,974,465,6.59,-5.64,1.08,22.84,6.58,5.52,1.62,"2,823.1"
426,금호석유우,"129,500","1,500",-1.15%,"5,000","24,918","3,214","51,237","131,500","131,500","127,500","129,000","129,500","5,163","8,390","3,023","3,915",N/A,N/A,N/A,N/A,N/A,"42,225",N/A,N/A,N/A,15.94,3.07,N/A,N/A,0.87,N/A
427,삼천리,"96,500","1,700",+1.79%,"5,000","36,104","3,490","51,526","95,100","98,000","94,500","96,500","96,800","4,576",758,"4,055","3,913","32,138","38,599","24,691",958,273,"14,785","3,000",-7.16,11.94,19.85,6.53,2.49,0.70,0.25,"6,556.9"
428,TIGER KRX BBIG K-뉴딜,"12,645",25,+0.20%,0,"186,589","2,347","341,953","12,600","12,645","12,500","12,635","12,645","101,016","86,735","30,850","3,901",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.10,N/A,N/A,N/A,N/A,N/A
429,유진투자증권,"3,970",15,-0.38%,"5,000","118,976",473,"161,851","4,025","4,025","3,940","3,970","3,990","67,493","210,270","96,866","3,846","14,706","100,769","92,117","1,013",754,911,120,50.57,73.99,6.69,4.36,9.11,0.85,0.40,62.0
430,자이에스앤디,"9,910",50,+0.51%,"1,000","117,846","1,163","162,735","9,880","9,990","9,740","9,910","9,930","8,598","40,272","38,783","3,843","3,562","4,133","2,507",273,209,988,138,28.16,65.98,0.40,10.03,13.59,6.05,1.34,506.9
431,대상홀딩스,"10,600",100,-0.93%,"1,000","40,958",433,"124,747","10,700","10,750","10,500","10,550","10,600","44,522","33,874","36,213","3,839","37,543","30,602","17,342","2,070","1,648","1,592",220,5.68,33.15,4.40,6.66,14.21,5.54,0.58,"1,775.1"
432,포스코강판,"63,900",300,+0.47%,"5,000","30,679","1,932","38,580","63,400","64,000","62,300","63,800","63,900","1,751","5,340","6,000","3,834","9,073","4,854","2,581",169,71,"8,513",500,-1.03,69.62,2.19,7.51,2.88,1.44,1.44,646.2
433,조광피혁,"57,500","1,000",-1.71%,"5,000","1,634",94,"8,216","58,000","58,200","57,200","57,500","57,600",325,541,"6,649","3,823",973,"3,432",283,151,197,"3,135",300,-10.09,-4.61,0.40,18.34,6.66,6.15,0.58,710.6
434,이리츠코크렙,"6,010",20,-0.33%,500,"28,509",171,"65,720","6,020","6,030","6,000","6,010","6,020","12,936","13,567","63,342","3,807",212,"7,012","4,492",163,72,114,179,0.22,0.27,0.63,52.72,2.85,1.02,1.51,695.5
435,알루코,"4,540",105,+2.37%,500,"1,086,971","4,867","844,493","4,435","4,585","4,355","4,535","4,540","20,338","52,930","83,684","3,799","4,953","7,014","4,395",248,-319,-131,0,9.00,102.40,1.02,-34.66,-7.24,-4.33,1.80,388.1
436,KBSTAR KIS종합채권(A-이상)액티브,"100,635",35,-0.03%,0,6,0,36,"100,740","100,740","100,565","100,540","100,640","8,000","7,994","3,772","3,796",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A
437,신세계푸드,"98,000",500,+0.51%,"5,000","5,709",562,"11,208","97,200","99,500","97,200","98,000","98,600","2,343",992,"3,872","3,795","12,403","8,872","6,039",77,-220,"-2,326",750,-6.05,-65.07,4.60,-42.13,-7.35,-2.71,1.31,"1,382.0"
438,대원제약,"17,850",150,-0.83%,500,"157,744","2,831","178,055","18,200","18,250","17,800","17,850","17,900","55,752","20,632","21,225","3,789","3,085","3,352","1,224",241,172,31,153,-2.93,-31.36,17.48,575.81,8.42,5.19,1.76,"2,072.2"
